Engage magnet,0.54,
Pickup tips from A column 11,12.24,
Move to Reagent Cartridge tray A column 6 with 50 uL tips,6.35,
Aspirate 10 uLs with 50 uL tips at Low pressure 1 time,3.3,
Move to Pre-Amp Thermocycler column 1 with 50 uL tips moving up by 30000,8.94,
Dispense 6 uLs with 50 uL tips at Low pressure 1 time,4.05,
Move to Reagent Cartridge tray A column 6 with 50 uL tips,9.01,
Dispense 5 uLs with 50 uL tips at Low pressure 1 time,3.95,
Eject tips in A column 11,11.82,
Pickup tips from A column 12,14.36,
Move to Mag Separator column 3 with 50 uL tips,7.31,
Aspirate 18 uLs with 50 uL tips at Low pressure 1 time,3.24,
Move to Pre-Amp Thermocycler column 1 with 50 uL tips,8.7,
Dispense 18 uLs with 50 uL tips at Low pressure 1 time,4.01,
Mix 18 uLs with 50 uL tips at Low pressure 5 times,35.98,
Move relative up by 30000,0.96,
Dispense 3 uLs with 50 uL tips at Low pressure 1 time,3.99,
Move relative down by 30000,0.95,
Eject tips in A column 12,13.33,
Pickup tips from B column 1,14.39,
Move to Reagent Cartridge tray A column 7 with 50 uL tips,5.92,
Aspirate 30 uLs with 50 uL tips at Low pressure 1 time,3.42,
Move to Pre-Amp Thermocycler column 1 with 50 uL tips moving up by 105000,8.74,
Delay for 1 second,1.03,
Move relative left by 1000,0.93,
Dispense 25 uLs with 50 uL tips at Low pressure 1 time,4.1,
Move to Reagent Cartridge tray A column 7 with 50 uL tips,8.7,
Dispense 10 uLs with 50 uL tips at Low pressure 1 time,4.0,
Delay for 2 seconds,2.01,
Dispense 10 uLs with 50 uL tips at Low pressure 1 time,4.02,
Eject tips in B column 1,11.23,
Pause for user input -> Ok Pressed,5.66,
Thermocycle Pre-Amp at 95 C for 3 minutes and cycle 5 times between 95 C for 60 seconds and 62 C for 240 seconds,1692.28,
